week_start,ticker,entry_date,exit_date,entry_price,exit_price,stop_price,target_price,shares,risk_per_share,pnl_dollars,r_multiple,exit_reason,ret_1w,ret_3w,rsi_14,atr_14,signal_score
2021-10-11,APP,2021-10-11,2021-10-15,85.2752,91.7482,78.8456,98.1345,5,6.4296,32.36,1.0067,time,0.154587,0.186804,69.5503,4.2864,0.997546
2021-10-11,ANET,2021-10-11,2021-10-15,23.3358,24.3369,22.5646,24.8783,45,0.7712,45.05,1.298,time,0.061173,0.035614,62.4463,0.5142,0.946012
2021-10-11,LHX,2021-10-11,2021-10-15,233.8336,238.8309,227.12,247.2608,5,6.7136,24.99,0.7444,time,0.062375,0.048143,68.1804,4.4757,0.944785
2021-10-11,PCAR,2021-10-11,2021-10-15,56.5832,57.8687,54.6996,60.3503,18,1.8836,23.14,0.6825,time,0.066835,0.039362,66.9439,1.2557,0.917791
2021-10-11,NTRS,2021-10-11,2021-10-15,116.2862,120.7391,111.7465,125.3655,7,4.5396,31.17,0.9809,time,0.056944,0.067006,69.7607,3.0264,0.91227
2021-10-18,JBHT,2021-10-18,2021-10-22,191.4012,195.4643,183.7105,206.7827,4,7.6907,16.25,0.5283,time,0.122335,0.096691,69.1828,5.1271,0.995362
2021-10-18,PCG,2021-10-18,2021-10-22,11.031,11.8881,10.4921,12.1089,64,0.5389,54.85,1.5903,time,0.045752,0.126761,68.8073,0.3593,0.942029
2021-10-18,CSGP,2021-10-18,2021-10-22,93.6936,99.2343,90.8736,99.3336,12,2.82,66.49,1.9648,target,0.07965,0.061807,68.938,1.88,0.924638
2021-10-18,ULTA,2021-10-18,2021-10-19,404.9145,390.4665,390.8574,433.0288,2,14.0571,-28.9,-1.0278,stop,0.072284,0.061733,66.0614,9.3714,0.908986
2021-10-18,SCHW,2021-10-18,2021-10-22,80.8308,83.4665,77.2383,88.0157,9,3.5925,23.72,0.7337,time,0.046031,0.070247,59.3518,2.395,0.903768
2021-10-25,AXP,2021-10-25,2021-10-26,186.9167,179.887,180.0671,200.616,5,6.8496,-35.15,-1.0263,stop,0.064103,0.075543,69.4026,4.5664,0.964103
2021-10-25,HPQ,2021-10-25,2021-10-29,30.8809,30.2997,29.5534,33.5358,26,1.3275,-15.11,-0.4378,time,0.07744,0.085501,66.2144,0.885,0.944444
2021-10-25,MTCH,2021-10-25,2021-10-27,168.213,159.7414,159.9013,184.8365,4,8.3117,-33.89,-1.0192,stop,0.058118,0.06739,67.289,5.5411,0.926496
2021-10-25,OXY,2021-10-25,2021-10-29,34.5946,33.4965,32.5192,38.7453,16,2.0754,-17.57,-0.5291,time,0.071699,0.089246,62.156,1.3836,0.888889
2021-10-25,DLR,2021-10-25,2021-10-29,157.0669,157.6522,152.1148,166.9712,7,4.9521,4.1,0.1182,time,0.063373,0.081552,68.7541,3.3014,0.862393
2021-11-01,URI,2021-11-01,2021-11-05,380.8805,391.568,364.208,414.2255,2,16.6725,21.38,0.641,time,0.029379,0.106697,69.7512,11.115,0.948148
2021-11-01,BEN,2021-11-01,2021-11-02,33.5635,35.7606,32.4471,35.7964,31,1.1164,68.11,1.9679,target,0.024732,0.04792,62.1664,0.7443,0.911852
2021-11-01,HAS,2021-11-01,2021-11-05,95.9759,95.904,91.7041,104.5194,8,4.2718,-0.58,-0.0168,time,0.069944,0.064,66.1738,2.8479,0.907407
2021-11-01,F,2021-11-01,2021-11-04,17.5175,19.3731,16.58,19.3925,37,0.9375,68.66,1.9793,target,0.04914,0.12963,69.8603,0.625,0.900741
2021-11-01,GOOGL,2021-11-01,2021-11-05,148.1941,148.7032,143.5721,157.4379,7,4.6219,3.56,0.1101,time,0.076178,0.059094,67.157,3.0813,0.888148
2021-11-08,DAL,2021-11-08,2021-11-11,45.045,43.4212,43.4646,48.2057,22,1.5804,-35.72,-1.0275,stop,0.131868,0.080507,69.6172,1.0536,0.971429
2021-11-08,EXPE,2021-11-08,2021-11-12,183.5634,178.7311,174.242,202.2062,3,9.3214,-14.5,-0.5184,time,0.108023,0.059189,61.4722,6.2143,0.950649
2021-11-08,APA,2021-11-08,2021-11-10,30.3603,28.6527,28.6814,33.7182,20,1.6789,-34.15,-1.0171,stop,0.140786,0.133864,67.7419,1.1193,0.944805
2021-11-08,LVS,2021-11-08,2021-11-09,43.1431,40.7462,40.787,47.8552,14,2.3561,-33.56,-1.0173,stop,0.098686,0.063342,59.6154,1.5707,0.942857
2021-11-08,WYNN,2021-11-08,2021-11-09,98.6986,93.9492,94.0432,108.0093,7,4.6554,-33.25,-1.0202,stop,0.079287,0.06846,62.1428,3.1036,0.937662
2021-11-15,DASH,2021-11-15,2021-11-17,247.7675,229.0467,229.2759,284.7507,1,18.4916,-18.72,-1.0124,stop,0.238021,0.150306,64.3105,12.3277,0.999388
2021-11-15,GM,2021-11-15,2021-11-19,63.7237,61.7382,60.7558,69.6594,11,2.9679,-21.84,-0.669,time,0.08339,0.097455,68.9516,1.9786,0.976147
2021-11-15,WDC,2021-11-15,2021-11-17,45.7146,42.9796,43.0227,51.0985,13,2.6919,-35.55,-1.016,stop,0.077964,0.061525,59.0315,1.7946,0.954128
2021-11-15,LH,2021-11-15,2021-11-19,252.7697,243.5283,243.7721,270.7649,3,8.9976,-27.72,-1.0271,stop,0.081466,0.053447,63.2895,5.9984,0.941896
2021-11-15,FCX,2021-11-15,2021-11-18,41.061,38.5977,38.6364,45.9103,14,2.4246,-34.49,-1.0159,stop,0.113121,0.094505,56.6316,1.6164,0.924159
2021-11-22,WSM,2021-11-22,2021-11-24,108.5384,102.1437,102.2459,121.1234,5,6.2925,-31.97,-1.0162,stop,0.024514,0.161094,69.3246,4.195,0.966773
2021-11-22,ADBE,2021-11-22,2021-11-23,696.9763,675.189,675.8649,739.1991,1,21.1114,-21.79,-1.032,stop,0.046791,0.058445,69.8868,14.0743,0.950799
2021-11-22,PANW,2021-11-22,2021-11-26,87.9162,88.7845,83.6312,96.4862,8,4.285,6.95,0.2026,time,0.029427,0.041741,59.9801,2.8567,0.915016
2021-11-22,MKC,2021-11-22,2021-11-26,83.9939,85.4545,82.1018,87.7782,18,1.8921,26.29,0.7719,time,0.02703,0.046616,67.0125,1.2614,0.915016
2021-11-22,DLR,2021-11-22,2021-11-26,164.6645,164.5952,159.962,174.0695,7,4.7025,-0.48,-0.0147,time,0.059237,0.049236,68.1138,3.135,0.913099
2021-11-29,HPQ,2021-11-29,2021-12-01,34.8048,37.5936,33.3916,37.6312,24,1.4132,66.93,1.9734,target,0.100923,0.103735,67.94,0.9421,0.956098
2021-11-29,BF-B,2021-11-29,2021-11-30,75.0149,73.3376,73.411,78.2228,21,1.6039,-35.22,-1.0458,stop,0.023384,0.044064,63.961,1.0693,0.939634
2021-11-29,INTU,2021-11-29,2021-12-03,675.0043,640.703,641.3443,742.3243,1,33.66,-34.3,-1.0191,stop,0.060371,0.065896,62.6387,22.44,0.910976
2021-11-29,INCY,2021-11-29,2021-12-01,68.8388,65.9934,66.0595,74.3973,12,2.7793,-34.14,-1.0238,stop,0.0499,0.013187,52.1812,1.8529,0.894512
2021-11-29,CPT,2021-11-29,2021-12-01,168.178,163.2949,163.4584,177.6173,7,4.7196,-34.18,-1.0346,stop,0.00736,0.040244,62.9151,3.1464,0.890244
2021-12-06,ON,2021-12-06,2021-12-10,64.1141,65.1947,60.1766,71.9891,8,3.9375,8.65,0.2745,time,0.062189,0.100516,66.4058,2.625,0.985014
2021-12-06,MAS,2021-12-06,2021-12-10,69.4994,68.6413,67.4369,73.6244,16,2.0625,-13.73,-0.4161,time,0.025045,0.064726,60.385,1.375,0.948703
2021-12-06,SHW,2021-12-06,2021-12-10,345.6453,346.1135,334.8667,367.2025,3,10.7786,1.4,0.0434,time,0.059078,0.050307,60.4922,7.1857,0.948127
2021-12-06,VRTX,2021-12-06,2021-12-10,203.9337,207.8519,194.0787,223.6437,3,9.855,11.75,0.3976,time,0.110137,0.096519,67.8479,6.57,0.940058
2021-12-06,DELL,2021-12-06,2021-12-10,58.8088,57.5424,56.4763,63.4737,15,2.3325,-19.0,-0.5429,time,0.04094,0.040755,59.7331,1.555,0.919885
2021-12-13,AVGO,2021-12-13,2021-12-14,63.4634,60.6712,60.7319,68.9264,12,2.7315,-33.51,-1.0222,stop,0.1318,0.098937,69.9215,1.821,0.995455
2021-12-13,ORCL,2021-12-13,2021-12-17,102.5424,97.5794,97.6771,112.2732,7,4.8654,-34.74,-1.0201,stop,0.163078,0.084196,66.0727,3.2436,0.993939
2021-12-13,F,2021-12-13,2021-12-14,21.2612,19.8432,19.863,24.0577,25,1.3982,-35.45,-1.0142,stop,0.12069,0.096626,64.7565,0.9321,0.989394
2021-12-13,EPAM,2021-12-13,2021-12-14,698.698,641.6343,642.2766,811.5408,1,56.4214,-57.06,-1.0114,stop,0.168312,0.049974,54.6734,37.6143,0.965152
2021-12-13,HRL,2021-12-13,2021-12-16,46.046,48.967,44.561,49.016,23,1.485,67.18,1.967,target,0.076527,0.079306,69.8937,0.99,0.960606
2021-12-20,INCY,2021-12-20,2021-12-23,73.8037,73.3965,69.6873,82.0366,8,4.1164,-3.26,-0.0989,time,0.114526,0.065955,56.1644,2.7443,0.958763
2021-12-20,PFE,2021-12-20,2021-12-23,60.6606,58.6513,57.0081,67.9656,9,3.6525,-18.08,-0.5501,time,0.126942,0.101481,67.5944,2.435,0.936598
2021-12-20,AWK,2021-12-20,2021-12-23,181.7215,181.8979,176.2658,192.633,6,5.4557,1.06,0.0323,time,0.039571,0.075157,68.8923,3.6371,0.936082
2021-12-20,IRM,2021-12-20,2021-12-23,50.5105,51.2487,48.3387,54.854,16,2.1718,11.81,0.3399,time,0.058447,0.097665,68.399,1.4479,0.930412
2021-12-20,NEM,2021-12-20,2021-12-23,58.7587,59.4705,55.9719,64.3323,12,2.7868,8.54,0.2554,time,0.055972,0.058992,63.1868,1.8579,0.929381
2021-12-27,LVS,2021-12-27,2021-12-31,38.058,37.6024,35.4148,43.3444,13,2.6432,-5.92,-0.1724,time,0.099117,0.084293,65.2945,1.7621,0.979769
2021-12-27,WYNN,2021-12-27,2021-12-31,88.048,84.955,82.1455,99.853,5,5.9025,-15.46,-0.524,time,0.103277,0.080083,65.701,3.935,0.960694
2021-12-27,ON,2021-12-27,2021-12-31,67.2272,67.8521,62.5482,76.585,7,4.6789,4.37,0.1336,time,0.097304,0.067477,54.9076,3.1193,0.949711
2021-12-27,WDC,2021-12-27,2021-12-31,46.5771,49.2402,44.3185,51.0945,15,2.2587,39.95,1.179,time,0.079175,0.074627,62.5511,1.5058,0.944509
2021-12-27,FDX,2021-12-27,2021-12-31,255.245,258.3814,245.6975,274.34,3,9.5475,9.41,0.3285,time,0.064146,0.078708,63.4871,6.365,0.930636
2022-01-03,ORLY,2022-01-03,2022-01-05,46.9642,45.5946,45.6402,49.6123,26,1.324,-35.61,-1.0345,stop,0.03946,0.050938,61.8777,0.8827,0.919653
2022-01-03,DLR,2022-01-03,2022-01-04,177.0369,171.8495,172.0215,187.0676,6,5.0154,-31.12,-1.0343,stop,0.041576,0.063432,69.1194,3.3436,0.888439
2022-01-03,RVTY,2022-01-03,2022-01-04,199.6294,192.7058,192.8987,213.0908,5,6.7307,-34.62,-1.0287,stop,0.037622,0.072721,68.6308,4.4871,0.885549
2022-01-03,GPC,2022-01-03,2022-01-07,140.9008,138.8011,137.2043,148.2936,9,3.6964,-18.9,-0.568,time,0.03568,0.044865,62.804,2.4643,0.883237
2022-01-03,BRO,2022-01-03,2022-01-04,70.4704,68.53,68.5986,74.214,18,1.8718,-34.93,-1.0366,stop,0.033074,0.048017,68.606,1.2479,0.872254
2022-01-10,IVZ,2022-01-10,2022-01-14,24.6746,24.8651,23.6546,26.7146,34,1.02,6.48,0.1867,time,0.06603,0.080581,66.2732,0.68,0.940146
2022-01-10,RCL,2022-01-10,2022-01-14,81.7517,84.0659,76.147,92.961,6,5.6046,13.89,0.4129,time,0.053576,0.177616,68.8899,3.7364,0.917518
2022-01-10,CTRA,2022-01-10,2022-01-14,21.5115,22.1778,20.3608,23.8129,30,1.1507,19.99,0.579,time,0.13421,0.073207,65.6198,0.7671,0.915328
2022-01-10,NCLH,2022-01-10,2022-01-14,22.4624,22.937,20.5982,26.191,18,1.8643,8.54,0.2546,time,0.070395,0.14788,61.5575,1.2429,0.90365
2022-01-10,WAB,2022-01-10,2022-01-11,95.1951,92.0355,92.1276,101.3301,11,3.0675,-34.76,-1.03,stop,0.032461,0.063639,69.3082,2.045,0.89635
2022-01-24,MDLZ,2022-01-24,2022-01-25,68.6786,66.9948,67.0618,71.9122,21,1.6168,-35.36,-1.0415,stop,0.010645,0.039696,69.3762,1.0779,0.937391
2022-01-24,LMT,2022-01-24,2022-01-26,369.9195,389.6595,359.8545,390.0495,3,10.065,59.22,1.9612,target,0.016485,0.049833,68.021,6.71,0.934783
2022-01-24,LVS,2022-01-24,2022-01-28,42.8428,43.0669,39.6949,49.1385,11,3.1479,2.47,0.0712,time,0.16171,0.161093,69.0818,2.0986,0.888696
2022-01-24,GIS,2022-01-24,2022-01-28,69.049,69.3106,67.1472,72.8526,18,1.9018,4.71,0.1376,time,0.001887,0.02953,63.2424,1.2679,0.882609
2022-01-24,TRV,2022-01-24,2022-01-28,162.162,166.6532,156.1127,174.2606,5,6.0493,22.46,0.7424,time,-0.002699,0.036987,61.7849,4.0329,0.858261
2022-01-31,GLW,2022-01-31,2022-02-04,41.6816,42.1478,39.4199,46.2052,15,2.2618,6.99,0.2061,time,0.201369,0.098878,68.5765,1.5079,0.981333
2022-01-31,PKG,2022-01-31,2022-02-04,147.4173,146.5233,140.6737,160.9044,5,6.7436,-4.47,-0.1326,time,0.081995,0.062641,61.7164,4.4957,0.966
2022-01-31,V,2022-01-31,2022-02-04,225.7756,228.1616,214.0381,249.2506,2,11.7375,4.77,0.2033,time,0.107172,0.037543,60.8619,7.825,0.955333
2022-01-31,NI,2022-01-31,2022-02-04,29.049,29.3207,28.1426,30.8619,38,0.9064,10.32,0.2997,time,0.063204,0.05859,66.7464,0.6043,0.954667
2022-01-31,CVS,2022-01-31,2022-02-04,108.3282,108.3815,104.8386,115.3075,10,3.4896,0.53,0.0153,time,0.075916,0.065114,65.2828,2.3264,0.936667
2022-02-07,TMUS,2022-02-07,2022-02-11,121.3612,124.3555,115.4523,133.1791,5,5.9089,14.97,0.5067,time,0.113116,0.098256,69.382,3.9393,0.956056
2022-02-07,CTRA,2022-02-07,2022-02-11,23.2833,24.0859,21.8315,26.1868,24,1.4518,19.26,0.5529,time,0.082755,0.072344,58.5674,0.9679,0.952676
2022-02-07,GEN,2022-02-07,2022-02-08,27.6176,29.7885,26.5172,29.8183,31,1.1004,67.3,1.9729,target,0.076053,0.037218,56.5863,0.7336,0.939155
2022-02-07,MOS,2022-02-07,2022-02-11,44.1541,46.8231,41.0009,50.4605,11,3.1532,29.36,0.8464,time,0.102087,0.053353,52.1521,2.1021,0.938028
2022-02-07,AON,2022-02-07,2022-02-11,289.319,283.1366,276.7297,314.4976,2,12.5893,-12.36,-0.4911,time,0.078207,0.038798,64.9531,8.3929,0.936901
2022-02-14,GDDY,2022-02-14,2022-02-18,80.6806,83.5364,75.6481,90.7456,6,5.0325,17.13,0.5675,time,0.054284,0.123188,64.0218,3.355,0.970166
2022-02-14,EQT,2022-02-14,2022-02-18,23.043,22.2977,21.5162,26.0966,22,1.5268,-16.4,-0.4882,time,0.063544,0.115272,67.5926,1.0179,0.959116
2022-02-14,UAL,2022-02-14,2022-02-18,47.5275,47.3826,44.3453,53.8918,10,3.1821,-1.45,-0.0455,time,0.096917,0.127731,69.2946,2.1214,0.949171
2022-02-14,MU,2022-02-14,2022-02-18,92.082,90.7092,86.2598,103.7263,6,5.8221,-8.24,-0.2358,time,0.105827,0.095569,61.657,3.8814,0.948066
2022-02-14,CCL,2022-02-14,2022-02-18,22.022,22.1478,20.2059,25.6541,19,1.8161,2.39,0.0693,time,0.104209,0.102551,62.5272,1.2107,0.947514
2022-02-28,PANW,2022-02-28,2022-03-04,96.2428,92.8254,89.6371,109.4542,5,6.6057,-17.09,-0.5173,time,0.141463,0.157064,62.6889,4.4038,0.998507
2022-02-28,MOS,2022-02-28,2022-03-03,49.3393,56.4057,45.7779,56.4621,9,3.5614,63.6,1.9841,target,0.076271,0.15347,69.3614,2.3743,0.99005
2022-02-28,UHS,2022-02-28,2022-03-04,140.6205,149.3105,133.3873,155.0869,4,7.2332,34.76,1.2014,time,0.062042,0.101712,69.529,4.8221,0.98607
2022-02-28,IRM,2022-02-28,2022-03-04,47.8778,51.9787,45.8014,52.0307,16,2.0764,65.61,1.9749,target,0.117053,0.06058,61.486,1.3843,0.956716
2022-02-28,CRWD,2022-02-28,2022-03-04,187.5374,178.851,171.1973,220.2174,2,16.34,-17.37,-0.5316,time,0.070062,0.06517,52.8425,10.8934,0.956219
2022-03-07,BKR,2022-03-07,2022-03-11,33.2332,37.3144,31.1739,37.3518,16,2.0593,65.3,1.9819,target,0.126102,0.210641,69.4657,1.3729,0.991477
2022-03-07,KMI,2022-03-07,2022-03-09,18.9189,18.1796,18.1978,20.361,48,0.7211,-35.48,-1.0252,stop,0.103691,0.095349,67.3797,0.4807,0.972727
2022-03-07,BBY,2022-03-07,2022-03-10,105.6455,98.1384,98.2366,120.4634,4,7.4089,-30.03,-1.0133,stop,0.107169,0.056037,56.7886,4.9393,0.965341
2022-03-07,CTRA,2022-03-07,2022-03-09,27.3173,25.5753,25.6009,30.7501,20,1.7164,-34.84,-1.0149,stop,0.149714,0.135711,63.587,1.1443,0.951705
2022-03-07,DVN,2022-03-07,2022-03-11,60.5605,58.5814,55.9587,69.7641,7,4.6018,-13.85,-0.4301,time,0.079167,0.140751,64.0722,3.0679,0.950568
2022-03-14,HAL,2022-03-14,2022-03-18,36.2862,36.004,33.2123,42.4341,11,3.0739,-3.11,-0.0918,time,0.096103,0.134668,67.2472,2.0493,0.973913
2022-03-14,VLO,2022-03-14,2022-03-15,91.0109,84.8499,84.9348,103.1631,5,6.0761,-30.81,-1.014,stop,0.066178,0.053194,57.9968,4.0507,0.945652
2022-03-14,WRB,2022-03-14,2022-03-18,42.4958,42.624,40.7115,46.0644,19,1.7843,2.44,0.0719,time,0.047841,0.051693,60.4134,1.1895,0.927717
2022-03-14,CTVA,2022-03-14,2022-03-18,53.9939,55.7941,51.409,59.1638,13,2.5849,23.4,0.6964,time,0.042152,0.046421,64.1148,1.7233,0.895109
2022-03-14,LYB,2022-03-14,2022-03-15,104.8648,98.9468,99.0458,116.5026,6,5.8189,-35.51,-1.017,stop,0.064862,0.024567,55.3439,3.8793,0.892935
2022-03-21,WSM,2022-03-21,2022-03-23,82.2271,76.5849,76.6616,93.3582,6,5.5655,-33.85,-1.0138,stop,0.163325,0.135958,69.0457,3.7104,0.895876
2022-03-21,NVDA,2022-03-21,2022-03-25,26.5335,27.6643,24.4953,30.6099,17,2.0382,19.22,0.5548,time,0.196968,0.095045,57.9612,1.3588,0.880412
2022-03-21,ANET,2022-03-21,2022-03-25,32.7302,34.5654,30.6717,36.8473,17,2.0585,31.2,0.8915,time,0.094571,0.062753,59.1299,1.3724,0.874742
2022-03-21,TMO,2022-03-21,2022-03-25,582.3918,573.7157,557.7039,631.7675,1,24.6879,-8.68,-0.3514,time,0.111889,0.071404,66.6224,16.4586,0.868041
2022-03-21,ALL,2022-03-21,2022-03-25,133.9939,141.6582,128.7578,144.466,6,5.2361,45.99,1.4638,time,0.082023,0.075139,69.5713,3.4907,0.860309
2022-03-28,CTRA,2022-03-28,2022-04-01,28.5385,27.0729,26.4267,32.7621,16,2.1118,-23.45,-0.694,time,0.16338,0.107239,58.3845,1.4079,0.971528
2022-03-28,BG,2022-03-28,2022-03-29,116.6565,111.6087,111.7205,126.5287,7,4.9361,-35.33,-1.0226,stop,0.117243,0.082072,66.2442,3.2907,0.954167
2022-03-28,TRGP,2022-03-28,2022-04-01,74.3943,77.2627,70.8511,81.4808,9,3.5432,25.82,0.8095,time,0.092261,0.08802,66.9561,2.3621,0.936111
2022-03-28,EXE,2022-03-28,2022-04-01,87.2772,89.91,82.0472,97.7371,6,5.23,15.8,0.5034,time,0.137689,0.050824,56.4987,3.4866,0.933333
2022-03-28,INTC,2022-03-28,2022-04-01,51.4114,49.0212,49.0703,56.0935,14,2.3411,-33.46,-1.021,stop,0.092308,0.078219,68.3142,1.5607,0.923611
2022-04-04,MSCI,2022-04-04,2022-04-08,518.7182,505.9835,494.8757,566.4032,1,23.8425,-12.73,-0.5341,time,0.052395,0.130018,68.2216,15.895,0.953648
2022-04-04,MNST,2022-04-04,2022-04-08,41.021,40.7692,39.2729,44.5171,20,1.748,-5.04,-0.144,time,0.043837,0.121961,68.6144,1.1654,0.871245
2022-04-04,MKC,2022-04-04,2022-04-08,101.5014,102.0179,98.0696,108.365,10,3.4318,5.16,0.1505,time,0.04085,0.055947,66.5481,2.2879,0.857511
2022-04-04,SHW,2022-04-04,2022-04-08,254.0738,263.4962,243.6906,274.8402,3,10.3832,28.27,0.9075,time,0.040781,0.092555,63.9613,6.9221,0.856652
2022-04-04,ALGN,2022-04-04,2022-04-06,445.8754,416.0236,416.4401,504.7461,1,29.4354,-29.85,-1.0141,stop,0.037102,0.114159,69.3893,19.6236,0.846352
2022-04-11,OXY,2022-04-11,2022-04-14,60.6105,59.2807,56.0463,69.7391,7,4.5643,-9.31,-0.2914,time,0.0635,0.098862,52.3256,3.0429,0.954545
2022-04-11,REGN,2022-04-11,2022-04-14,737.3767,732.287,711.4513,789.2273,1,25.9253,-5.09,-0.1963,time,0.063339,0.07712,68.0025,17.2836,0.950649
2022-04-11,DG,2022-04-11,2022-04-14,245.6654,248.5212,238.2865,260.4233,4,7.3789,11.42,0.387,time,0.086169,0.070418,69.6655,4.9193,0.95
2022-04-11,BDX,2022-04-11,2022-04-12,216.8912,210.6403,210.8512,228.9712,5,6.04,-31.25,-1.0349,stop,0.049219,0.077337,67.4671,4.0267,0.931818
2022-04-11,ADM,2022-04-11,2022-04-14,97.0069,96.8131,93.4948,104.0312,9,3.5121,-1.74,-0.0552,time,0.044752,0.134199,69.3819,2.3414,0.931169
2022-04-18,CTRA,2022-04-18,2022-04-22,30.03,28.931,28.4989,33.0921,22,1.5311,-24.18,-0.7178,time,0.098171,0.08842,53.8695,1.0207,0.942574
2022-04-18,LUV,2022-04-18,2022-04-22,46.4965,46.8031,44.1993,51.0907,15,2.2971,4.6,0.1335,time,0.10309,0.064663,60.119,1.5314,0.932013
2022-04-18,TAP,2022-04-18,2022-04-22,55.7657,53.7672,53.8211,59.655,17,1.9446,-33.97,-1.0277,stop,0.101406,0.050831,57.8646,1.2964,0.925413
2022-04-18,MAR,2022-04-18,2022-04-21,179.4092,195.084,171.4742,195.2792,4,7.935,62.7,1.9754,target,0.096259,0.049599,60.5343,5.29,0.914851
2022-04-18,PKG,2022-04-18,2022-04-22,162.9728,161.0188,158.6817,171.5549,8,4.2911,-15.63,-0.4554,time,0.077462,0.065769,67.2855,2.8607,0.90429
2022-04-25,UAL,2022-04-25,2022-04-29,51.061,50.4495,47.7192,57.7446,10,3.3418,-6.12,-0.183,time,0.140261,0.110009,68.1354,2.2279,0.988372
2022-04-25,DOW,2022-04-25,2022-04-29,67.4774,66.4335,64.8385,72.7553,13,2.6389,-13.57,-0.3956,time,0.045961,0.075016,67.7049,1.7593,0.96686
2022-04-25,MNST,2022-04-25,2022-04-29,42.8678,42.7972,41.3812,45.841,23,1.4866,-1.63,-0.0475,time,0.037051,0.071965,63.4823,0.9911,0.947093
2022-04-25,ALLE,2022-04-25,2022-04-29,114.154,114.1258,109.8812,122.6998,8,4.2729,-0.23,-0.0066,time,0.065903,0.043086,56.9309,2.8486,0.947093
2022-04-25,IBM,2022-04-25,2022-04-29,137.7276,132.9049,133.0379,147.1069,7,4.6896,-33.76,-1.0284,stop,0.092367,0.063298,68.6981,3.1264,0.938953
2022-05-02,PTC,2022-05-02,2022-05-06,114.104,110.2996,106.9072,128.4976,4,7.1968,-15.22,-0.5286,time,0.15224,0.098173,65.8011,4.7979,0.978146
2022-05-02,SHW,2022-05-02,2022-05-06,274.0738,273.1066,259.9588,302.3038,2,14.115,-1.93,-0.0685,time,0.122652,0.042186,57.1501,9.41,0.948344
2022-05-02,VLO,2022-05-02,2022-05-04,111.6015,125.2954,104.6918,125.4208,5,6.9096,68.47,1.9818,target,0.081805,0.078874,60.1176,4.6064,0.929801
2022-05-02,AMCR,2022-05-02,2022-05-04,59.3593,63.56,57.2272,63.6236,16,2.1321,67.21,1.9702,target,0.02418,0.028621,53.3019,1.4214,0.923179
2022-05-02,VICI,2022-05-02,2022-05-06,29.99,28.972,29.001,31.9678,35,0.9889,-35.63,-1.0293,stop,0.00438,0.072302,64.7279,0.6593,0.921854
2022-05-09,ALB,2022-05-09,2022-05-10,238.238,219.6367,219.8566,275.0009,1,18.3814,-18.6,-1.012,stop,0.257118,0.149462,66.1759,12.2543,0.994901
2022-05-09,EOG,2022-05-09,2022-05-10,129.0789,120.7788,120.8997,145.4375,4,8.1793,-33.2,-1.0148,stop,0.132408,0.075484,61.1697,5.4529,0.968839
2022-05-09,NRG,2022-05-09,2022-05-13,41.071,42.2477,38.8982,45.4167,16,2.1729,18.83,0.5415,time,0.153203,0.056392,55.3005,1.4486,0.967139
2022-05-09,DVN,2022-05-09,2022-05-10,67.4073,62.0235,62.0855,78.0509,6,5.3218,-32.3,-1.0117,stop,0.19804,0.113971,60.7106,3.5479,0.963739
2022-05-09,VST,2022-05-09,2022-05-10,26.4564,25.1403,25.1655,29.0384,27,1.291,-35.54,-1.0195,stop,0.063949,0.107782,63.7346,0.8606,0.955241
2022-05-16,IFF,2022-05-16,2022-05-20,131.4113,128.8011,124.6709,144.892,5,6.7404,-13.05,-0.3873,time,0.081948,0.060589,62.1752,4.4936,0.969275
2022-05-16,LRCX,2022-05-16,2022-05-20,48.6906,47.3646,44.8872,56.2976,9,3.8035,-11.93,-0.3486,time,0.028626,0.062164,53.3174,2.5356,0.94029
2022-05-16,CF,2022-05-16,2022-05-20,106.2161,97.2238,97.3211,124.0061,3,8.895,-26.98,-1.0109,stop,0.040473,0.071384,63.1022,5.93,0.937391
2022-05-16,EXPD,2022-05-16,2022-05-18,111.6115,105.6333,105.739,123.3565,5,5.8725,-29.89,-1.018,stop,0.032763,0.122297,67.4799,3.915,0.933333
2022-05-16,MU,2022-05-16,2022-05-20,71.5815,66.4578,66.5244,81.6958,6,5.0571,-30.74,-1.0132,stop,0.022317,0.036162,53.1735,3.3714,0.901449
2022-05-23,SNPS,2022-05-23,2022-05-27,311.5512,322.637,289.6362,355.3812,1,21.915,11.09,0.5059,time,0.111345,0.069493,55.977,14.61,0.972055
2022-05-23,EA,2022-05-23,2022-05-27,134.6946,138.3915,126.931,150.2217,4,7.7636,14.79,0.4762,time,0.046582,0.107666,65.3714,5.1757,0.963288
2022-05-23,DGX,2022-05-23,2022-05-27,142.0319,145.2446,136.2472,153.6012,6,5.7846,19.28,0.5554,time,0.03402,0.053721,66.6538,3.8564,0.94411
2022-05-23,CTVA,2022-05-23,2022-05-27,59.9098,62.8471,56.8089,66.1117,11,3.1009,32.31,0.9472,time,0.067784,0.026694,56.0076,2.0673,0.934795
2022-05-23,A,2022-05-23,2022-05-25,126.5764,119.9335,120.0536,139.6222,5,6.5229,-33.21,-1.0184,stop,0.048166,0.049132,56.6475,4.3486,0.914521
2022-06-06,ON,2022-06-06,2022-06-09,67.2272,62.6516,62.7143,76.2529,7,4.5129,-32.03,-1.0139,stop,0.060846,0.187995,64.6194,3.0086,0.969975
2022-06-06,MPWR,2022-06-06,2022-06-10,470.9505,431.7979,432.2301,548.3912,1,38.7204,-39.15,-1.0112,stop,0.084877,0.177746,55.7539,25.8136,0.967939
